"PERSON_ID","PERNAME1","PERNAME2","SEX","DOB_DAY","DOB_MON","DOB_YEAR","ENUMCAP","ENUMPC","CIS_ID"
"HR235FS009001","PAIGE","WILHINSON","F",27,8,1953,"7 PARK LANE","HR235FS","CISHR235FS009001"
"DE921PR012001","ISABELLE","MASON","F",28,8,1953,"12 ALBERT STREET","DE921PR","CISDE921PR012001"
"LS451GL001001","MOLLY","CLRRK","F",28,8,1953,"1 WOODLANDS ROAD","LS451GL","CISLS451GL001001"
"M190JH013001","REUBEW","BAILEY","M",29,8,1953,"13 HIGH STREET","M190JH","CISM190JH013001"
"LS233HZ011001","ECEANOR","ROGERS","F",30,8,1953,"1 NORTH STREET","LS233HZ","CISLS233HZ011001"
"LS475RQ001001","JONATHAN","MORRISON","M",30,8,1953,"1 CROMWELL ROAD","LS475RQ","CISLS475RQ001001"
"NW68LW015001","JACK","CARTER","M",30,8,1953,"15 CLARENCE ROAD","","CISNW68LW015001"
"PO613TJ001001","MAX","WALKER","",31,8,1953,"11 MANOR ROAD","PO613TL","CISPO613TJ001001"
"SO561XZ022001","ERIN","CAMPBELL","F",2,9,1953,"22 SCHOOL LANE","SO561XZ","CISSO561XZ022001"
"LS87LR013002","BEATRICE","ALLEN","F",4,9,1953,"13 BROADWAY","LS87LR","CISLS87LR013002"
"PO466DA138002","TEGAN","CHAPMAN","F",5,9,1953,"138 ALEXANDRA ROAD","PO466DA","CISPO466DA138002"
"PO466DX064001","KATE","PATEL","F",5,9,1953,"64 ALEXANDRA ROAD","PO466DX","CISPO466DX064001"
"M625UB010007","SOPHIE","REID","F",6,9,1953,"10 GRANGE ROAD","M625UB","CISM625UB010007"
"RG119RQ001002","ALICE","ROBINSON","F",9,9,1953,"1 MANOR ROAD","RG119RQ","CISRG119RQ001002"
"SW122AH124002","H","THOMSON","F",9,9,1953,"124 VICTORIA ROAD","SW122AH","CISSW122AH124002"
"SW75TT077001","R","HALL","M",9,9,1953,"77 HIGHFIELD ROAD","SW75TT","CISSW75TT077001"
"SW946ZF058001","SAMUEL","RICHARDSON","M",12,9,1953,"58 MAIN ROAD","SW946ZF","CISSW946ZF058001"
"SO527SR032001","DANIEL","DAVIS","M",13,9,1953,"32 MAIN ROAD","SO527SR","CISSO527SR032001"
"SW937XN011001","AVA","WRIGHT","F",13,9,1953,"1 WOODLANDS ROAD","SW937XN","CISSW937XN011001"
"RG830GA051001","DARCEY","JOHNSON","F",14,9,1953,"51 SPRINGFIELD ROAD","RG830GA","CISRG830GA051001"
"SW988AF024001","CHARLES","PARKER","",15,9,1953,"24 PARK ROAD","SW988AF","CISSW988AF024001"
"M190JH013002","ISABELLE","BAILEY","F",16,9,1953,"13 HIGH STREET","M190JH","CISM190JH013002"
"M80NZ078001","TOM","RICHARDSON","M",17,9,1953,"78 VICTORIA ROAD","M80NZ","CISM80NZ078001"
"PO891LD002001","LOIS","MARSHALL","F",17,9,1953,"2 QUEEN STREET","PO891LD","CISPO891LD002001"
"EX527TR006001","JOSH","MILLS","M",18,9,1953,"6 VICTORIA STREET","EX527TR","CISEX527TR006001"
"LS294PP003001","ALFIE","CAMPBELL","M",19,9,1953,"3 QUEENS ROAD","LS294PP","CISLS294PP003001"
"SW433XS007001","EDWARD","TAYLOR","M",19,9,1953,"7 STANLEY ROAD","SW433XS","CISSW433XS007001"
"DE654YP072001","RHYS","MURPHY","M",20,9,1953,"72 NEW ROAD","DE654YP","CISDE654YP072001"
"RG787RZ015001","PAIGE","BAKER","F",21,9,1953,"15 WOODLANDS ROAD","RG787RZ","CISRG787RZ015001"
"SO93JR012002","CHARLIE","CHAPMAW","M",24,9,1953,"12 PARK AVENUE","SO93JR","CISSO93JR012002"
"SO960ZX024001","CUKE","MURRAY","M",25,9,1953,"24 WOODLANDS ROAD","SO960ZX","CISSO960ZX024001"
"SW207US024007","JOSEPH","MASON","M",26,9,1953,"24 CLARENCE ROAD","SW207US","CISSW207US024007"
"PO466DX051005","HOLLY","DAVIS","F",27,9,1953,"51 ALEXANDRA ROAD","PO466PX","CISPO466DX051005"
"DE784DE019002","AMELIA","TKOMSON","F",,10,1953,"17 CHURCH LANE","DE784DE","CISDE784DE019002"
"SW75TU092001","DAMIEL","JACKSOM","M",1,10,1953,"92 HIGHFIELD ROAD","SW75TU","CISSW75TU092001"
"HR777AD001002","ISLA","KELLY","F",2,10,1953,"1 THE AVENUE","HR777AP","CISHR777AD001002"
"M160YG016001","CONNOR","RICHARDSON","M",4,10,1953,"16 MILL LANE","M160YG","CISM160YG016001"
"EX121UA024001","CHLOE","PATEL","F",6,10,1953,"24 WOODLANDS ROAD","EX121UA","CISEX121UA024001"
"M284ZY017002","OSCAR","SMITH","M",7,10,1953,"19 YORK ROAD","M284ZY","CISM284ZY017002"
"HR56DD009006","HAAAY","JACKSON","M",8,10,1953,"9 VICTORIA ROAD","HR56DD","CISHR56DD009006"
"M428PQ008001","ALFIE","ADAMS","M",8,10,1953,"","M428PQ","CISM428PQ008001"
"SO310HE008002","ELLA","JUNES","F",8,10,1953,"7 VICTORIA ROAD","SO310HE","CISSO310HE008002"
"HR459GF031001","MLA","BUTLER","F",10,10,1953,"31 WOODLANDS ROAD","HR459GF","CISHR459GF031001"
"LS220HX016002","AVA","ADAMS","F",12,10,1953,"116 QUEEN STREET","LS220HX","CISLS220HX016002"
"PO398RS060003","XAVIER","WHITE","M",14,10,1953,"60 HIGHFIELD ROAD","PO398RS","CISPO398RS060003"
"DE533TL049009","GEORGE","HALL","M",16,10,1953,"","DE533TL","CISDE533TL049009"
"RG993JL013001","TOH","HARRIS","M",18,10,1953,"13 PARK AVENUE","RG993JL","CISRG993JL013001"
"SO44XQ016004","EDWARD","COOPER","M",19,10,1953,"16 THE GREEN","SO44XQ","CISSO44XQ016004"
"HR662RP040001","HARRY","WATSON","M",20,10,1953,"40 MAIN ROAD","HR662RP","CISHR662RP040001"
"PO398RQ015001","EDITK","YOUNG","F",20,10,1953,"15 HIGHFIELD ROAD","PO398RG","CISPO398RQ015001"
"SW791GH010002","JACOB","GREEN","M",20,10,1953,"110 NORTH STREET","SW791GH","CISSW791GH010002"
"EX298AE009001","COREY","COLLINS","M",22,10,1953,"9 CHURCH ROAD","EX298AE","CISEX298AE009001"
"NW49TU012001","NATHAN","KING","M",22,10,1953,"12 CHAPEL STREET","NW49TU","CISNW49TU012001"
"SO310HE014001","BECKY","MILLS","",22,10,1953,"14 VICTORIA ROAD","SO310HE","CISSO310HE014001"
"SO53WQ015002","SARAH","WEBB","F",23,10,1953,"15 VICTORIA STREET","SO53WG","CISSO53WQ015002"
"LS166LA029001","LUKAS","KELLY","M",24,10,1953,"29 GRANGE ROAD","LS166LA","CISLS166LA029001"
"SW988AF030001","ALICE","MOORE","F",25,10,1953,"30 PARK ROAD","SW988AF","CISSW988AF030001"
"EX747DL019001","LEVI","SCOTT","M",26,10,1953,"19 NEW ROAD","EX747DL","CISEX747DL019001"
"M141DQ006001","JACK","KELLY","M",29,10,1953,"6 THE CRESCENT","M141DQ","CISM141DQ006001"
"PO250WH050001","AARON","ROGERS","M",31,10,1953,"50 SPRINGFIELD ROAD","PO250WH","CISPO250WH050001"
"SO527SQ005001","ARTHUR","ADAMS","M",31,10,1953,"5 MAIN ROAD","SO527SQ","CISSO527SQ005001"
"DE533TN073001","EVE","KUGKES","F",1,11,1953,"73 MANOR ROAD","DE533TN","CISDE533TN073001"
"HR662RN021001","JAIDEN","EDWARDS","M",1,11,1953,"21 MAIN ROAD","HR662RN","CISHR662RN021001"
"RG764YQ008002","LAYLA","MARSHALL","F",3,11,1953,"8 ALBERT ROAD","RG764YQ","CISRG764YQ008002"
"SO473WW077001","BEN","WARD","M",3,11,1953,"77 MANOR ROAD","SO473WW","CISSO473WW077001"
"HR167XD006002","FAITH","ADAMS","F",7,11,1953,"6 WARWICK ROAD","HR167XD","CISHR167XD006002"
"RG52TD042002","JRCOB","WRLKER","M",8,11,1953,"42 PARK ROAD","RG52TD","CISRG52TD042002"
"SW93NF015001","ISABEL","WALKER","F",9,11,1953,"15 GROVE ROAD","SW93NF","CISSW93NF015001"
"RG172XH009002","LMOGEN","WHLTE","F",13,11,1953,"8 NORTH STREET","RG172XH","CISRG172XH009002"
"RG787RB051001","LEXIE","HUGHES","F",13,11,1953,"51 WOODLANDS ROAD","RG787RB","CISRG787RB051001"
"HR346EJ001002","D","ALLEN","M",14,11,1953,"1 KINGSWAY","HR346EJ","CISHR346EJ001002"
"RG52TD025002","LOLA","RICHARDS","F",15,11,1953,"25 PARK ROAD","RG52TD","CISRG52TD025002"
"SO633ZN016002","LEWIS","DAVIS","M",15,11,1953,"16 MILL LANE","SO633ZN","CISSO633ZN016002"
"SW433XU050001","FINLEY","RICHARDS","M",15,11,1953,"50 STANLEY ROAD","SW433XU","CISSW433XU050001"
"PO61NN036002","GRACE","BELL","F",16,11,1953,"36 STATION ROAD","PO61NN","CISPO61NN036002"
"DE13HJ013001","CAITLIN","RICHARDS","F",18,11,1953,"13 ALBERT ROAD","DE13HJ","CISDE13HJ013001"
"PO163JJ059001","LUCY","BARKER","F",18,11,1953,"59 WINDSOR ROAD","PO163JJ","CISPO163JJ059001"
"PO711HX022001","JESS","THOMPSON","F",18,11,1953,"22 CHURCH ROAD","PO711HX","CISPO711HX022001"
"DE654YP079002","AMY","BROWN","F",20,11,1953,"79 NEW ROAD","DE654YP","CISDE654YP079002"
"EX975XA037001","LEWIS","WILSON","M",20,11,1953,"38 MANOR ROAD","EX975XA","CISEX975XA037001"
"SW162HZ046002","MAYA","PHILLIPS","F",20,11,1953,"46 KINGS ROAD","SW162HZ","CISSW162HZ046002"
"LS867AR024001","E","THOMPSON","F",23,11,1953,"24 SPRINGFIELD ROAD","LS867AR","CISLS867AR024001"
"PO200HE008002","LIAM","JOHNSON","M",23,11,1953,"8 ALBERT ROAD","PO200HE","CISPO200HE008002"
"SO597LR028001","ALI","MARSHALL","M",23,11,1953,"28 KINGS ROAD","SO597JR","CISSO597LR028001"
"LS294PQ018001","MOHAMMED","COLLINS","M",24,11,1953,"18 QUEENS ROAD","LS294PQ","CISLS294PQ018001"
"HR280TG052001","CHARLIE","MATTHEWS","M",27,11,1953,"52 PARK ROAD","HR280TG","CISHR280TG052001"
"SW433XS010002","LUCY","BROWN","F",27,11,1953,"10 STANLEY ROAD","SW433XS","CISSW433XS010002"
"NW49TU012002","SUMMER","KING","F",28,11,1953,"12 CHAPEL STREET","NW49TU","CISNW49TU012002"
"NW277BX084001","OLIVER","HALL","M",30,11,1953,"84 GRANGE ROAD","NW277BX","CISNW277BX084001"
"PO613TJ007002","LSABELLA","ANDERSON","F",30,11,1953,"8 MANOR ROAD","PO613TL","CISPO613TJ007002"
"PO872DJ032001","JIM","GREEN","M",,12,1953,"32 WOODLANDS ROAD","PO872DJ","CISPO872DJ032001"
"RG369QE004001","MOHAMMAD","HALL","",1,12,1953,"4 FOREST ROAD","RG369GE","CISRG369QE004001"
"HR481ND033001","TIA","BOBEBTS","F",3,12,1953,"33 MANOR ROAD","HR481ND","CISHR481ND033001"
"DE03US013002","MADISON","JONES","",6,12,1953,"13 WINDSOR ROAD","DE03US","CISDE03US013002"
"SW946ZF066002","IIIY","OWEN","F",6,12,1953,"66 MAIN ROAD","SW946ZF","CISSW946ZF066002"
"DE732EP014002","CONNOR","ROBINS","M",9,12,1953,"14 CROMWELL ROAD","DE732EB","CISDE732EP014002"
"SO960ZZ038001","JACOB","MARSHALL","M",9,12,1953,"38 WOODLANDS ROAD","SO960ZZ","CISSO960ZZ038001"
"RG830GA051006","LUCY","JOHNSON","F",10,12,1953,"51 SPRINGFIELD ROAD","RG830GA","CISRG830GA051006"
"DE146FW046002","LUCA","WILLIAMS","M",11,12,1953,"46 HIGHFIELD ROAD","DE146FW","CISDE146FW046002"
"NW472LR061002","HANNAH","MITCHELL","F",12,12,1953,"61 MANOR ROAD","NW472LR","CISNW472LR061002"
"RG334PB022001","HAFSAH","ELLIS","F",12,12,1953,"22 KINGSWAY","RG334PB","CISRG334PB022001"
"LS906PZ006001","JESSICA","HARRIS","F",13,12,1953,"6 YORK ROAD","LS906PZ","CISLS906PZ006001"
"PO493ZR003001","CHARLIE","GIBSON","M",13,12,1953,"3 KINGSWAY","PO493ZR","CISPO493ZR003001"
"SO633ZN001002","OLIVIA","WILKINSON","F",14,12,1953,"1 MILL LANE","SO633ZN","CISSO633ZN001002"
"LS257SN009001","FAEYA","BAUWN","F",16,12,1953,"9 MAIN STREET","LS257SN","CISLS257SN009001"
"PO613TJ013002","WILLIAM","HARRISON","M",17,12,1953,"13 MANOR ROAD","PO613TJ","CISPO613TJ013002"
"M284ZB057002","FBEYA","SHITH","F",18,12,1953,"57 YORK ROAD","M284ZB","CISM284ZB057002"
"SW744QY034002","BRADLEY","WOOD","M",20,12,1953,"34 FOREST ROAD","SW744QY","CISSW744QY034002"
"SW946ZF066001","MAXWELL","OWEN","M",20,12,1953,"66 MAIN ROAD","SW946ZF","CISSW946ZF066001"
"PO466DZ105003","CHLOE","KELLY","F",22,12,1953,"105 ALEXANDRA ROAD","PO466DZ","CISPO466DZ105003"
"NW168UX015002","ELEANOR","THOMPSON","F",26,12,1953,"15 NEW STREET","NW168UX","CISNW168UX015002"
"NW472LQ032009","LAYLA","BELL","F",28,12,1953,"32 MANOR ROAD","NW472LQ","CISNW472LQ032009"
"PO200HG065001","ADAM","THOMSON","M",28,12,1953,"65 ALBERT ROAD","PO200HG","CISPO200HG065001"
"EX909LS014001","CARTER","GREEN","M",31,12,1953,"14 STATION ROAD","EX909LS","CISEX909LS014001"
"NW908RU092001","JAMES","CLARK","M",1,1,1954,"92 SPRINGFIELD ROAD","NW908RU","CISNW908RU092001"
"RG764YT075002","CATHERINE","CHAPMAN","F",2,1,1954,"75 ALBERT ROAD","RG764YT","CISRG764YT075002"
"SO335FA004002","ELEANOR","ROBERTS","F",3,1,1954,"4 GRANGE ROAD","SO335FA","CISSO335FA004002"
"EX710EA006001","MASOW","SHAW","M",5,1,1954,"6 ALBERT STREET","EX710EA","CISEX710EA006001"
"RG764YS055002","FAYE","AEID","F",5,1,1954,"55 ALBERT ROAD","RG764YS","CISRG764YS055002"
"NW338ZD025002","EMILY","FOSTEB","F",6,1,1954,"25 PARK ROAD","NW338ZP","CISNW338ZD025002"
"LS867AR038002","ELLA","WRIGHT","F",7,1,1954,"","LS867AR","CISLS867AR038002"
"SW844YT025001","ERIW","WRIGHT","F",7,1,1954,"25 STATION ROAD","SW844YT","CISSW844YT025001"
"DE654YL028001","TYLER","BROWN","M",8,1,1954,"28 NEW ROAD","DE654YL","CISDE654YL028001"
"SW293NG052002","LUKE","STEVENSON","M",11,1,1954,"52 MARLBOROUGH ROAD","SW293NG","CISSW293NG052002"
"LS643BJ005001","LUKE","WATSON","M",14,1,1954,"5 GEORGE STREET","LS643BJ","CISLS643BJ005001"
"PO250WF004001","TAYLOB","MUBBAY","M",15,1,1954,"4 SPRINGFIELD ROAD","PO250WF","CISPO250WF004001"
"DE934NT019002","PHOERE","GREEN","F",16,1,1954,"19 THE GREEN","DE934NT","CISDE934NT019002"
"M192ER061004","LEON","PALMER","M",16,1,1954,"61 ALEXANDRA ROAD","M192ER","CISM192ER061004"
"RG857YF010001","BETHANY","SIMPSON","F",16,1,1954,"10 THE AVENUE","RG857YF","CISRG857YF010001"
"HR250EL038001","EVIE","VEID","F",17,1,1954,"38 LONDON ROAD","HR250EL","CISHR250EL038001"
"NW908RR012001","HARVEY","OWEN","M",20,1,1954,"12 SPRINGFIELD ROAD","NW908RR","CISNW908RR012001"
"SW332TF020001","ARTHUR","OWEN","M",20,1,1954,"20 ALEXANDRA ROAD","SW332TF","CISSW332TF020001"
"DE456EZ014002","MARYAM","RICHARDS","F",21,1,1954,"114 KINGS ROAD","DE456EZ","CISDE456EZ014002"
"EX298AF021002","POPPY","COOPER","F",21,1,1954,"21 CHURCH ROAD","EX298AF","CISEX298AF021002"
"EX86QS047002","ISABELLE","POWELL","F",22,1,1954,"47 KINGS ROAD","EX86QS","CISEX86QS047002"
"SO527SR026001","OIAN","BIOHABDS","M",22,1,1954,"26 MAIN ROAD","SO527SR","CISSO527SR026001"
"NW500AT023001","TYLER","ROBERTS","M",24,1,1954,"23 ALEXANDRA ROAD","NW500AT","CISNW500AT023001"
"LS480EN017002","PHOEBE","THOMPSON","F",26,1,1954,"17 VICTORIA ROAD","LS480EN","CISLS480EN017002"
"SW75TT085001","MOHAMMED","MATTHEWS","M",26,1,1954,"85 HIGHFIELD ROAD","SW75TT","CISSW75TT085001"
"PO891LD001004","AMBER","SCOTT","F",28,1,1954,"1 QUEEN STREET","PO891LD","CISPO891LD001004"
"LS992DB004002","ALFIE","REID","M",29,1,1954,"4 CHURCH LANE","LS992DB","CISLS992DB004002"
"SW75TS071001","SAMUEL","THOMAS","M",1,2,1954,"71 HIGHFIELD ROAD","SW75TS","CISSW75TS071001"
"RG334PB002001","WILL","WARD","M",2,2,1954,"2 KINGSWAY","RG334PB","CISRG334PB002001"
"RG764YQ006001","RILEY","MARSKALL","M",2,2,1954,"6 ALBERT ROAD","RG764YQ","CISRG764YQ006001"
"DE03US014007","ELIZA","KING","",3,2,1954,"14 WINDSOR ROAD","DE03US","CISDE03US014007"
"DE03UT036003","JAMIE","LLOYD","M",5,2,1954,"36 WINDSOR ROAD","DE03UT","CISDE03UT036003"
"DE399QE037001","JAMIE","ROBINSON","M",7,2,1954,"37 ALEXANDRA ROAD","DE399QE","CISDE399QE037001"
"RG656EW005006","POPPY","LEE","F",8,2,1954,"5 THE GREEN","RG656EW","CISRG656EW005006"
"PO377YR003001","MUHAMMED","JENKINS","M",11,2,1954,"3 VICTORIA ROAD","PO377YR","CISPO377YR003001"
"SW844YZ117002","AMELIA","ROBERTS","F",13,2,1954,"117 STATION ROAD","SW844YZ","CISSW844YZ117002"
"LS486AN035001","HARRY","WALKER","M",15,2,1954,"35 STATION ROAD","LS486AN","CISLS486AN035001"
"NW908RT069006","ELISABETH","DAVIES","F",15,2,1954,"69 SPRINGFIELD ROAD","NW908RT","CISNW908RT069006"
"SW433XX079001","JOSEPH","COOK","M",15,2,1954,"79 STANLEY ROAD","SW433XX","CISSW433XX079001"
"EX400WU001002","WATALIA","PHILLIPS","F",16,2,1954,"1 PARK AVENUE","EX400WU","CISEX400WU001002"
"SW332TF036002","PHOEBE","CLARKE","F",16,2,1954,"36 ALEXANDRA ROAD","SW332TF","CISSW332TF036002"
"M176SW020001","JAYDEN","RUSSELL","M",19,2,1954,"20 PARK LANE","M176SW","CISM176SW020001"
"HR346EJ015002","OLIVER","DAVIES","M",20,2,1954,"15 KINGSWAY","HR346EJ","CISHR346EJ015002"
"HR638PF013001","BEN","MILLER","M",20,2,1954,"13 GROVE ROAD","HR638BF","CISHR638PF013001"
"LS867AS044002","ANYA","SMITH","F",22,2,1954,"44 SPRINGFIELD ROAD","LS867AS","CISLS867AS044002"
"RG910HN032001","LAURA","ROBINSON","F",23,2,1954,"32 YORK ROAD","RG910HN","CISRG910HN032001"
"RG602JZ001002","HARRIET","CLARKE","F",24,2,1954,"1 LONDON ROAD","RG602JZ","CISRG602JZ001002"
"RG764YU102003","M","RICHARDSON","F",24,2,1954,"102 ALBERT ROAD","RG764YU","CISRG764YU102003"
"EX264WW030001","ELISE","HARVEY","F",25,2,1954,"30 MARLBOROUGH ROAD","EX264WW","CISEX264WW030001"
"RG150RH080001","RUBY","FOSTER","F",26,2,1954,"80 MAIN ROAD","RG150RH","CISRG150RH080001"
"EX922RX022001","OLIVIA","WEBB","F",27,2,1954,"22 PARK LANE","EX922RX","CISEX922RX022001"
"PO536XL012001","NOAH","WEBB","M",28,2,1954,"12 YORK ROAD","PO536XL","CISPO536XL012001"
"NW277BY101001","OWEN","LEWIS","M",29,2,1954,"101 GRANGE ROAD","NW277BY","CISNW277BY101001"
"LS166LA013001","CMABLES","SMITM","M",,3,1954,"113 GRANGE ROAD","LS166LA","CISLS166LA013001"
"SO473WT013002","AMY","ANDERSON","F",1,3,1954,"13 MANOR ROAD","SO473WT","CISSO473WT013002"
"SO597LR032002","LEWIS","ANDERSON","M",1,3,1954,"32 KINGS ROAD","SO597LR","CISSO597LR032002"
"DE712NT042001","SOPIA","HUNT","F",5,3,1954,"42 QUEENS ROAD","DE712NT","CISDE712NT042001"
"EX306WU008001","ALFIE","CHAPMAN","M",5,3,1954,"8 GREEN LANE","EX306WU","CISEX306WU008001"
"PO61NQ072001","GEORGIA","MURRAY","F",8,3,1954,"72 STATION ROAD","PO61NQ","CISPO61NQ072001"
"PO200HJ091001","VICKY","RUSSELL","F",9,3,1954,"91 ALBERT ROAD","PO200HJ","CISPO200HJ091001"
"PO200HG065002","ALICIA","THONSON","F",11,3,1954,"65 ALBERT ROAD","PO200HG","CISPO200HG065002"
"M284ZZ032001","AVA","EDWARDS","F",13,3,1954,"32 YORK ROAD","M284ZZ","CISM284ZZ032001"
"EX121UA027002","EMMA","KING","F",16,3,1954,"27 WOODLANDS ROAD","EX121UA","CISEX121UA027002"
"SW293NG059001","LUKE","WALKER","M",18,3,1954,"59 MARLBOROUGH ROAD","SW293NG","CISSW293NG059001"
"EX982LX007002","ALEXANDER","WILLIAMS","M",20,3,1954,"7 HIGHFIELD ROAD","EX982LX","CISEX982LX007002"
"RG463FR012001","RYAN","BAILEY","M",21,3,1954,"","RG463FR","CISRG463FR012001"
"HR918JE003002","L","JACKSON","F",23,3,1954,"3 THE GREEN","HR918JE","CISHR918JE003002"
"LS238QF007002","MILLY","JENKINS","F",23,3,1954,"7 MILL LANE","LS238QF","CISLS238QF007002"
"SO751EG003002","HARRY","BROWN","M",26,3,1954,"3 WARWICK ROAD","SO751EG","CISSO751EG003002"
"EX86QS038001","L","WARD","M",27,3,1954,"38 KINGS ROAD","EX86QS","CISEX86QS038001"
"SW93NG036001","J","MOORE","M",28,3,1954,"36 GROVE ROAD","SW93NG","CISSW93NG036001"
"RG748QG004001","T","WILKINSON","M",29,3,1954,"4 GREEN LANE","RG748QG","CISRG748QG004001"
"NW45FH006002","AMY","THOMAS","F",30,3,1954,"6 KING STREET","","CISNW45FH006002"
"RG281LU005001","LOLA","CBIFFITH","F",31,3,1954,"5 WEST STREET","RG281LU","CISRG281LU005001"
"EX483QY015007","CONNOR","HUGHES","M",3,4,1954,"15 WARWICK ROAD","EX483QY","CISEX483QY015007"
"HR662RN026001","IMOGEN","CARTER","F",3,4,1954,"26 MAIN ROAD","HR662RN","CISHR662RN026001"
"M284ZZ026001","LUKE","JONES","M",3,4,1954,"26 YORK ROAD","M284ZZ","CISM284ZZ026001"
"NW908RU093001","MADISON","MARSMALL","F",3,4,1954,"93 SPRINGFIELD ROAD","NW908RU","CISNW908RU093001"
"DE256NG038002","ALICE","WALKER","F",6,4,1954,"38 SPRINGFIELD ROAD","DE256NQ","CISDE256NG038002"
"EX237PS065001","KIAN","MURRAY","M",6,4,1954,"","EX237PS","CISEX237PS065001"
"NW472LQ043001","REECE","ROGERS","M",7,4,1954,"43 MANOR ROAD","NW472LQ","CISNW472LQ043001"
"PO466DA126001","NEVE","LEWIS","F",7,4,1954,"126 ALEXANDRA ROAD","PO466DA","CISPO466DA126001"
"SW293NE013002","ISABELLA","COOK","F",7,4,1954,"13 MARLBOROUGH ROAD","SW293NE","CISSW293NE013002"
"DE934NT016001","CAITLIN","ELLIS","F",8,4,1954,"16 THE GREEN","DE934NT","CISDE934NT016001"
"NW277BU034001","EMMA","HALL","F",8,4,1954,"34 GRANGE ROAD","NW277BU","CISNW277BU034001"
"M682HU007002","LEXI","JENKINS","F",9,4,1954,"7 MAIN ROAD","M682HU","CISM682HU007002"
"LS451GR095001","BENJRMIN","JRMES","M",10,4,1954,"95 WOODLANDS ROAD","LS451GR","CISLS451GR095001"
"RG334PB002002","MAISIE","WARD","F",10,4,1954,"2 KINGSWAY","RG334PB","CISRG334PB002002"
"RG787RD065002","LILY","HILL","F",10,4,1954,"65 WOODLANDS ROAD","RG787RD","CISRG787RD065002"
"PO613TL046001","THEA","WARD","F",11,4,1954,"46 MANOR ROAD","PO613TL","CISPO613TL046001"
"DE624BH020001","LUCAS","KELLY","M",13,4,1954,"20 QUEEN STREET","DE624BH","CISDE624BH020001"
"RG764YQ008001","ETHAN","MARSHALL","M",15,4,1954,"8 ALBERT ROAD","RG764YQ","CISRG764YQ008001"
"DE159QX009001","MOHAMMED","CHAPMAN","M",16,4,1954,"9 CHURCH ROAD","DE159QX","CISDE159QX009001"
"SW988AF017002","MARTHA","GRAY","F",16,4,1954,"17 PARK ROAD","SW988AF","CISSW988AF017002"
"M192EQ048001","FREDDIE","WILSON","M",19,4,1954,"","M192EQ","CISM192EQ048001"
"RG787RZ002002","BENJAMIN","CARTER","M",19,4,1954,"2 WOODLANDS ROAD","RG787RZ","CISRG787RZ002002"
"EX341WU042002","JESS","MURRAY","F",21,4,1954,"42 PARK ROAD","EX341WU","CISEX341WU042002"
"SW293NF036001","LIAM","DAVIS","M",21,4,1954,"","SW293NF","CISSW293NF036001"
"RG830GZ025001","JESSICA","LEE","F",23,4,1954,"25 SPRINGFIELD ROAD","RG830GZ","CISRG830GZ025001"
"HR481ND031001","ISAAG","JAMES","M",24,4,1954,"311 MANOR ROAD","HR481ND","CISHR481ND031001"
"NW908RU083001","ALFIE","HOLMES","M",24,4,1954,"83 SPRINGFIELD ROAD","NW908RU","CISNW908RU083001"
"SO763BT022001","YUSUF","MARSHALL","M",24,4,1954,"22 HIGH STREET","SO763BT","CISSO763BT022001"
"SW846AD011002","ELIZABETH","SMITH","F",24,4,1954,"11 KINGSWAY","SW846AD","CISSW846AD011002"
"HR802JU076002","OLIVIA","ADAMS","F",30,4,1954,"76 NEW ROAD","HR802LU","CISHR802JU076002"
"PO61NN036001","T","BELL","M",,5,1954,"","PO61NN","CISPO61NN036001"
"RG830GA047001","AMY","HARRIS","F",,5,1954,"47 SPRINGFIELD ROAD","RG830GA","CISRG830GA047001"
"DE456EA023001","AVA","GRAY","F",2,5,1954,"23 KINGS ROAD","DE456EA","CISDE456EA023001"
"HR346EJ003002","GVACE","VEID","",4,5,1954,"3 KINGSWAY","HR346EJ","CISHR346EJ003002"
"LS867AQ017002","JULIA","RICHARDS","F",4,5,1954,"19 SPRINGFIELD ROAD","LS867AQ","CISLS867AQ017002"
"RG764YR028001","AVA","WALKER","F",4,5,1954,"28 ALBERT ROAD","RG764YR","CISRG764YR028001"
"NW375EA002002","ERIN","HATTHEWS","F",10,5,1954,"2 PARK AVENUE","NW375EA","CISNW375EA002002"
"RG830GZ036001","JOSEPH","PALMER","M",11,5,1954,"36 SPRINGFIELD ROAD","RG830GZ","CISRG830GZ036001"
"HR662RP052001","OLIVER","RUSSELL","M",13,5,1954,"52 MAIN ROAD","HR662RD","CISHR662RP052001"
"SW162HZ039001","KHADIJA","JACKSON","F",14,5,1954,"37 KINGS ROAD","SW162HZ","CISSW162HZ039001"
"NW500AT021003","S","WALHER","F",15,5,1954,"21 ALEXANDRA ROAD","NW500AT","CISNW500AT021003"
"LS670FU071002","IAYIA","CHAPMAN","F",18,5,1954,"71 ALEXANDRA ROAD","LS670FU","CISLS670FU071002"
"RG721PN029001","ESTHER","MORGAN","F",18,5,1954,"29 HIGHFIELD ROAD","RG721PN","CISRG721PN029001"
"SW318HB035002","MADISON","CHAPMAN","F",18,5,1954,"35 WARWICK ROAD","SW318HB","CISSW318HB035002"
"LS867AR033001","JAKE","GRAHAM","M",19,5,1954,"33 SPRINGFIELD ROAD","LS867AR","CISLS867AR033001"
"SW844YU030001","MOLLY","DRVIES","F",19,5,1954,"30 STATION ROAD","SW844YU","CISSW844YU030001"
